company,price,rating,processor,ram,battery,screen_size,width,height,frequency,rom
Samsung,16499,82.0,Helio,8.0,15.0,6.0,1080.0,2400.0,90.0,128.0
Nokia,6199,78.25824800910125,Snapdragon,512.0,46.329588014981276,2.0,240.0,320.0,111.63829787234043,4.0
Google,54300,89.0,Google,12.0,30.0,6.0,1440.0,3120.0,120.0,128.0
Infinix,9999,73.0,Helio,4.0,33.0,6.0,1080.0,2400.0,111.63829787234043,64.0
Xiaomi,15990,77.0,Dimensity,6.0,18.0,6.0,1080.0,2408.0,90.0,128.0
Xiaomi,22700,86.0,Snapdragon,8.0,67.0,6.0,1080.0,2400.0,120.0,128.0
Xiaomi,50990,89.0,Snapdragon,8.0,120.0,6.0,1440.0,3200.0,120.0,256.0
Apple,64900,79.0,Bionic,4.0,46.329588014981276,5.0,1080.0,2340.0,111.63829787234043,128.0
Tecno,13799,77.0,Helio,6.0,33.0,6.0,1080.0,2460.0,90.0,128.0
Realme,8999,65.0,Tiger,4.0,46.329588014981276,6.0,720.0,1600.0,111.63829787234043,64.0
Asus,89999,88.0,Snapdragon,18.0,65.0,6.0,1080.0,2448.0,165.0,512.0
Vivo,21994,84.0,Dimensity,8.0,44.0,6.0,1080.0,2400.0,111.63829787234043,128.0
Apple,69990,70.0,Bionic,6.0,46.329588014981276,5.0,1080.0,2340.0,111.63829787234043,128.0
Xiaomi,12999,75.0,Dimensity,4.0,18.0,6.0,1080.0,2400.0,90.0,64.0
iQOO,24990,83.0,Dimensity,8.0,120.0,6.0,1080.0,2400.0,120.0,128.0
Samsung,19990,82.0,Snapdragon,8.0,25.0,6.0,1080.0,2408.0,111.63829787234043,128.0
Xiaomi,26999,82.0,Dimensity,8.0,67.0,6.0,1080.0,2400.0,120.0,128.0
Xiaomi,19999,81.0,Snapdragon,8.0,67.0,6.0,1080.0,2400.0,120.0,128.0
Infinix,16900,83.0,Helio,8.0,33.0,6.0,1080.0,2400.0,111.63829787234043,256.0
Infinix,19999,78.0,Dimensity,6.0,18.0,6.0,1080.0,2408.0,120.0,128.0
Apple,182999,78.0,Bionic,6.0,46.329588014981276,6.0,1290.0,2796.0,120.0,1.0
Samsung,12999,75.0,Exynos,6.0,15.0,6.0,1080.0,2400.0,111.63829787234043,128.0
Poco,15999,82.0,Dimensity,8.0,33.0,6.0,1080.0,2400.0,90.0,128.0
Xiaomi,13999,82.0,Helio,8.0,33.0,6.0,1080.0,2400.0,111.63829787234043,128.0
Realme,7749,61.0,"SC9863A,",4.0,46.329588014981276,6.0,720.0,1600.0,111.63829787234043,64.0
Samsung,24999,81.0,Snapdragon,8.0,25.0,6.0,1080.0,2408.0,120.0,128.0
Motorola,59999,78.25824800910125,Snapdragon,12.0,125.0,6.0,1080.0,2400.0,144.0,256.0
OPPO,25895,82.0,Snapdragon,8.0,33.0,6.0,1080.0,2400.0,111.63829787234043,128.0
Xiaomi,46990,89.0,Snapdragon,8.0,67.0,6.0,1080.0,2400.0,120.0,128.0
Xiaomi,7499,64.0,Helio,3.0,46.329588014981276,6.0,720.0,1600.0,111.63829787234043,32.0
Vivo,7790,60.0,Helio,2.0,10.0,6.0,720.0,1600.0,111.63829787234043,32.0
Xiaomi,25999,85.0,Dimensity,8.0,67.0,6.0,1080.0,2460.0,144.0,256.0
Realme,6299,60.0,Tiger,3.0,46.329588014981276,6.0,720.0,1600.0,111.63829787234043,32.0
Motorola,12999,77.0,Snapdragon,4.0,46.329588014981276,6.0,1080.0,2400.0,120.0,64.0
Xiaomi,11999,75.0,Snapdragon,6.0,18.0,6.0,720.0,1600.0,111.63829787234043,128.0
Xiaomi,21890,83.0,Snapdragon,6.0,33.0,6.0,1080.0,2400.0,90.0,128.0
Samsung,69999,84.0,Snapdragon,8.0,15.0,6.0,1080.0,2640.0,120.0,128.0
Apple,55999,75.0,Bionic,4.0,1.0,5.921406411582213,1060.9148936170213,2179.227963525836,111.63829787234043,128.0
OnePlus,55999,87.0,Snapdragon,16.0,150.0,6.0,1080.0,2412.0,120.0,256.0
Samsung,14999,75.0,Octa,4.0,25.0,6.0,1080.0,2408.0,111.63829787234043,128.0
OPPO,25994,85.0,Dimensity,8.0,65.0,6.0,1080.0,2400.0,90.0,256.0
OnePlus,42999,85.0,Snapdragon,8.0,46.329588014981276,6.0,1080.0,2400.0,120.0,128.0
Samsung,33499,89.0,Exynos,8.0,25.0,6.0,1080.0,2400.0,120.0,128.0
Samsung,118999,78.25824800910125,Snapdragon,12.0,45.0,6.0,1440.0,3080.0,120.0,512.0
Motorola,16999,80.0,Snapdragon,6.0,33.0,6.0,1080.0,2400.0,111.63829787234043,128.0
itel,6990,78.25824800910125,Quad,2.0,46.329588014981276,6.0,1600.0,720.0,111.63829787234043,32.0
Vivo,29990,82.0,Dimensity,8.0,66.0,5.921406411582213,1080.0,2400.0,120.0,128.0
Samsung,12944,71.0,Dimensity,4.0,15.0,6.0,720.0,1600.0,90.0,64.0
POCO,29990,84.0,Dimensity,8.0,80.0,6.0,1080.0,2400.0,144.0,128.0
Honor,16999,80.0,Snapdragon,8.0,66.0,6.0,1080.0,2388.0,111.63829787234043,128.0
iQOO,64999,89.0,Snapdragon,16.0,120.0,6.0,1440.0,3200.0,144.0,256.0
Samsung,154998,78.25824800910125,Snapdragon,12.0,25.0,7.0,1812.0,2176.0,120.0,256.0
Royole,109999,87.0,Snapdragon,8.0,46.329588014981276,7.0,1440.0,1920.0,111.63829787234043,128.0
Apple,84999,83.0,Bionic,6.0,46.329588014981276,6.0,1284.0,2778.0,111.63829787234043,256.0
Samsung,27499,85.0,Exynos,8.0,25.0,6.0,1080.0,2400.0,90.0,128.0
Tecno,8999,69.0,Helio,6.0,46.329588014981276,6.0,720.0,1600.0,90.0,128.0
Google,40480,84.0,Google,8.0,30.0,6.0,1080.0,2400.0,90.0,128.0
Xiaomi,17999,81.0,Snapdragon,6.0,33.0,6.0,1080.0,2400.0,120.0,128.0
Samsung,105999,78.25824800910125,Exynos,12.0,25.0,6.0,1440.0,3200.0,120.0,256.0
Infinix,8999,67.0,Helio,4.0,18.0,6.0,720.0,1640.0,90.0,64.0
Vivo,14999,77.0,Snapdragon,6.0,18.0,6.0,1080.0,2408.0,90.0,128.0
OPPO,19990,82.0,Snapdragon,8.0,33.0,6.0,1080.0,2400.0,90.0,128.0
iQOO,23399,80.0,Snapdragon,8.0,66.0,6.0,1080.0,2404.0,90.0,128.0
Samsung,41990,78.25824800910125,Snapdragon,8.0,25.0,6.0,1080.0,2400.0,120.0,256.0
Realme,22998,82.0,Snapdragon,8.0,30.0,6.0,1080.0,2412.0,144.0,128.0
Poco,25999,82.0,Snapdragon,6.0,67.0,6.0,1080.0,2400.0,120.0,128.0
Infinix,11700,74.0,Helio,4.0,33.0,6.0,2400.0,1080.0,111.63829787234043,64.0
Samsung,6499,78.25824800910125,Unisoc,2.0,46.329588014981276,6.0,720.0,1600.0,111.63829787234043,32.0
Motorola,15999,84.0,Snapdragon,6.0,20.0,6.0,1080.0,2460.0,120.0,128.0
OnePlus,64800,89.0,Snapdragon,8.0,65.0,6.0,1440.0,3216.0,120.0,128.0
Xiaomi,14590,80.0,Helio,6.0,33.0,6.0,1080.0,2400.0,90.0,64.0
Xiaomi,7499,68.0,Helio,4.0,46.329588014981276,6.0,720.0,1600.0,111.63829787234043,64.0
Tecno,21999,82.0,Dimensity,8.0,33.0,6.0,1080.0,2460.0,120.0,128.0
Samsung,11999,71.0,Helio,4.0,46.329588014981276,6.0,720.0,1600.0,111.63829787234043,64.0
POCO,12999,79.0,Helio,6.0,33.0,6.0,1080.0,2400.0,90.0,128.0
OnePlus,20990,81.0,Snapdragon,6.0,33.0,6.0,1080.0,2400.0,111.63829787234043,128.0
Apple,72999,79.0,Bionic,4.0,46.329588014981276,6.0,1170.0,2532.0,111.63829787234043,256.0
Oppo,77990,78.25824800910125,Snapdragon,12.0,120.0,6.0,1080.0,2400.0,120.0,256.0
Vivo,56999,78.25824800910125,Dimensity,8.0,120.0,6.0,1260.0,2800.0,120.0,256.0
Motorola,21999,79.0,Snapdragon,4.0,10.0,6.0,720.0,1600.0,120.0,128.0
Motorola,9499,75.0,Helio,4.0,20.0,6.0,720.0,1600.0,90.0,64.0
Xiaomi,7499,66.0,Helio,4.0,10.0,6.0,720.0,1600.0,111.63829787234043,64.0
Jio,4649,78.25824800910125,Qualcomm,2.0,46.329588014981276,5.0,720.0,1440.0,111.63829787234043,32.0
Vivo,18000,62.0,Helio,4.0,46.329588014981276,6.0,1520.0,720.0,111.63829787234043,32.0
Xiaomi,38999,85.0,Snapdragon,8.0,120.0,6.0,1440.0,3200.0,120.0,128.0
Realme,7145,78.25824800910125,Unisoc,2.0,10.0,6.0,720.0,1600.0,111.63829787234043,32.0
Vivo,14990,77.0,Snapdragon,8.0,18.0,6.0,1612.0,720.0,90.0,128.0
OPPO,15499,70.0,Helio,4.0,33.0,6.0,720.0,1600.0,111.63829787234043,64.0
Xiaomi,9999,69.0,Helio,6.0,46.329588014981276,6.0,720.0,1600.0,111.63829787234043,128.0
Poco,29999,86.0,Snapdragon,12.0,67.0,6.0,1080.0,2400.0,120.0,256.0
Realme,15999,84.0,Snapdragon,8.0,33.0,6.0,1080.0,2400.0,90.0,128.0
Xiaomi,59990,89.0,Snapdragon,8.0,120.0,6.0,1220.0,2712.0,120.0,128.0
iQOO,34990,84.0,Snapdragon,8.0,120.0,6.0,1080.0,2376.0,120.0,128.0
Apple,45999,75.0,Bionic,4.0,4.0,5.921406411582213,1060.9148936170213,2179.227963525836,111.63829787234043,128.0
Samsung,119990,85.0,Snapdragon,12.0,45.0,6.0,1200.0,2860.0,144.0,256.0
OPPO,89990,88.0,Dimensity,8.0,44.0,6.0,1200.0,2400.0,120.0,128.0
OnePlus,50999,87.0,Snapdragon,12.0,150.0,6.0,1080.0,2412.0,120.0,256.0
Tecno,7999,65.0,Helio,4.0,46.329588014981276,6.0,720.0,1600.0,90.0,64.0
Samsung,43999,88.0,Exynos,8.0,25.0,6.0,1080.0,2340.0,120.0,256.0
Xiaomi,18499,83.0,Dimensity,8.0,33.0,6.0,1080.0,2400.0,90.0,128.0
Sony,134999,78.25824800910125,Snapdragon,12.0,30.0,6.0,1644.0,3840.0,120.0,512.0
Vivo,32999,85.0,Snapdragon,8.0,33.0,6.0,1080.0,2400.0,111.63829787234043,128.0
Poco,13499,80.0,Snapdragon,6.0,33.0,6.0,1080.0,2400.0,120.0,64.0
Samsung,35489,86.0,Exynos,8.0,25.0,6.0,1080.0,2400.0,120.0,128.0
Google,20120,78.0,Snapdragon,6.0,46.329588014981276,5.0,1080.0,2280.0,111.63829787234043,64.0
Samsung,42999,81.0,Exynos,8.0,15.0,6.0,1440.0,3040.0,111.63829787234043,128.0
Nokia,4649,78.25824800910125,No,107.0,128.0,5.921406411582213,1060.9148936170213,2179.227963525836,111.63829787234043,134.6359077231695
Realme,24999,78.0,Dimensity,6.0,66.0,6.0,1080.0,2400.0,90.0,128.0
OPPO,20999,82.0,Snapdragon,8.0,33.0,6.0,1080.0,2400.0,90.0,128.0
Realme,28994,84.0,Snapdragon,8.0,65.0,6.0,1080.0,2400.0,120.0,128.0
Samsung,48900,88.0,Exynos,8.0,25.0,6.0,1080.0,2400.0,120.0,128.0
Samsung,22494,86.0,Snapdragon,8.0,25.0,6.0,1080.0,2400.0,111.63829787234043,128.0
Vivo,8990,61.0,Helio,3.0,10.0,6.0,720.0,1600.0,111.63829787234043,32.0
Letv,6999,78.25824800910125,"Unisoc,",4.0,46.329588014981276,6.0,720.0,1560.0,111.63829787234043,32.0
Tecno,8890,63.0,Unisoc,4.0,46.329588014981276,6.0,720.0,1612.0,90.0,64.0
iQOO,18498,82.0,Snapdragon,8.0,18.0,6.0,1080.0,2408.0,120.0,128.0
Vivo,23999,81.0,Snapdragon,6.0,66.0,6.0,1080.0,2404.0,90.0,128.0
Realme,22994,81.0,Dimensity,8.0,60.0,6.0,1080.0,2400.0,90.0,128.0
Samsung,12990,71.0,Exynos,4.0,15.0,6.0,720.0,1600.0,90.0,64.0
Realme,14999,78.0,Snapdragon,6.0,33.0,6.0,1080.0,2412.0,90.0,128.0
Realme,18499,80.0,Dimensity,8.0,18.0,6.0,1080.0,2400.0,90.0,128.0
OPPO,14990,78.0,Snapdragon,6.0,33.0,6.0,1080.0,2400.0,111.63829787234043,128.0
OPPO,70990,88.0,Dimensity,8.0,44.0,6.0,1080.0,2520.0,120.0,256.0
Samsung,12120,75.0,Helio,4.0,15.0,6.0,1080.0,2400.0,90.0,64.0
Oukitel,29990,84.0,Helio,8.0,33.0,6.0,1080.0,2400.0,111.63829787234043,256.0
Realme,20999,82.0,Snapdragon,8.0,33.0,6.0,1080.0,2412.0,120.0,128.0
Xiaomi,11999,80.0,Snapdragon,6.0,18.0,6.0,1080.0,2400.0,111.63829787234043,128.0
Samsung,17990,73.0,Dimensity,4.0,15.0,6.0,720.0,1600.0,90.0,64.0
Xiaomi,14990,77.0,Dimensity,4.0,33.0,6.0,1080.0,2400.0,90.0,128.0
itel,6490,78.25824800910125,Spreadtrum,1.0,46.329588014981276,6.0,1600.0,720.0,111.63829787234043,16.0
Jio,2999,78.25824800910125,Dual,512.0,46.329588014981276,2.0,320.0,240.0,111.63829787234043,4.0
Realme,34999,83.0,Snapdragon,8.0,240.0,6.0,1080.0,2412.0,120.0,128.0
Apple,149900,79.0,Bionic,8.0,46.329588014981276,6.0,1290.0,2796.0,120.0,128.0
Poco,6499,78.25824800910125,Helio,2.0,10.0,6.0,720.0,1600.0,111.63829787234043,32.0
Samsung,104999,78.25824800910125,Snapdragon,12.0,67.0,6.0,1440.0,3214.0,120.0,256.0
Realme,13999,75.0,Snapdragon,4.0,33.0,6.0,1080.0,2412.0,90.0,128.0
Xiaomi,16999,79.0,Dimensity,6.0,33.0,6.0,1080.0,2400.0,90.0,64.0
Vivo,79999,78.25824800910125,Snapdragon,12.0,80.0,6.0,1440.0,3200.0,120.0,256.0
OPPO,36760,87.0,Dimensity,12.0,65.0,6.0,1080.0,2400.0,90.0,256.0
Xiaomi,23499,81.0,Dimensity,6.0,67.0,6.0,2400.0,1080.0,120.0,128.0
Asus,75990,87.0,Snapdragon,18.0,120.0,6.0,1080.0,2448.0,165.0,256.0
Oppo,21990,76.0,Snapdragon,6.0,33.0,6.0,720.0,1600.0,90.0,128.0
Realme,18999,80.0,Snapdragon,6.0,30.0,6.0,1080.0,2412.0,144.0,128.0
Samsung,7249,66.0,Unisoc,3.0,15.0,6.0,720.0,1560.0,111.63829787234043,32.0
OnePlus,16990,75.0,Snapdragon,4.0,18.0,6.0,1080.0,2400.0,90.0,64.0
Xiaomi,23890,80.0,Snapdragon,6.0,33.0,6.0,1080.0,2400.0,120.0,128.0
OPPO,26380,83.0,Dimensity,8.0,65.0,6.0,1080.0,2400.0,90.0,128.0
Realme,27999,87.0,Snapdragon,12.0,65.0,6.0,1080.0,2400.0,90.0,256.0
Xiaomi,10850,70.0,Helio,6.0,46.329588014981276,6.0,720.0,1600.0,111.63829787234043,128.0
Redmi,19999,81.0,Snapdragon,6.0,67.0,6.0,1080.0,2400.0,120.0,128.0
Apple,129990,76.0,Bionic,6.0,46.329588014981276,6.0,1179.0,2556.0,120.0,256.0
Motorola,19990,81.0,Snapdragon,6.0,33.0,6.0,1080.0,2400.0,120.0,128.0
Motorola,41990,78.25824800910125,Snapdragon,8.0,125.0,6.0,1080.0,2400.0,144.0,128.0
Xiaomi,69990,78.25824800910125,Snapdragon,8.0,67.0,6.0,1440.0,3200.0,120.0,256.0
Honor,39990,88.0,Snapdragon,12.0,66.0,6.0,1080.0,2400.0,120.0,512.0
OnePlus,74999,78.25824800910125,Snapdragon,12.0,80.0,6.0,1440.0,3216.0,120.0,512.0
Vivo,36994,87.0,Dimensity,12.0,44.0,6.0,1080.0,2376.0,90.0,256.0
OPPO,14700,76.0,Helio,6.0,18.0,6.0,720.0,1600.0,111.63829787234043,128.0
Xiaomi,34990,86.0,Snapdragon,8.0,120.0,6.0,1080.0,2400.0,120.0,128.0
Nokia,34999,76.0,Snapdragon,6.0,33.0,6.0,1080.0,2400.0,111.63829787234043,64.0
Xiaomi,13990,75.0,Snapdragon,4.0,33.0,6.0,1080.0,2400.0,111.63829787234043,64.0
Vertu,650000,62.0,Snapdragon,2.0,46.329588014981276,4.0,1080.0,1920.0,111.63829787234043,64.0
Samsung,14859,79.0,Helio,6.0,15.0,6.0,1080.0,2400.0,90.0,128.0
Tecno,17999,84.0,Helio,8.0,33.0,6.0,1080.0,2460.0,120.0,128.0
Poco,34990,85.0,Snapdragon,8.0,67.0,6.0,1080.0,2400.0,120.0,128.0
BLU,14990,85.0,Dimensity,8.0,46.329588014981276,6.0,1080.0,2460.0,111.63829787234043,128.0
OPPO,8999,65.0,Helio,3.0,46.329588014981276,6.0,720.0,1600.0,111.63829787234043,32.0
Motorola,8999,71.0,Helio,4.0,10.0,6.0,720.0,1600.0,90.0,64.0
Xiaomi,15824,84.0,Helio,8.0,33.0,6.0,1080.0,2400.0,90.0,128.0
Apple,43900,78.25824800910125,Bionic,64.0,7.0,5.921406411582213,1060.9148936170213,2179.227963525836,111.63829787234043,134.6359077231695
Samsung,22494,86.0,Snapdragon,8.0,25.0,6.0,1080.0,2400.0,90.0,128.0
Poco,19650,82.0,Snapdragon,6.0,33.0,6.0,1080.0,2400.0,120.0,128.0
Xiaomi,6999,61.0,Helio,2.0,46.329588014981276,6.0,720.0,1600.0,111.63829787234043,32.0
Samsung,16499,80.0,Helio,6.0,15.0,6.0,1080.0,2400.0,90.0,128.0
Motorola,15999,75.0,Helio,4.0,10.0,6.0,720.0,1600.0,90.0,128.0
Asus,72999,88.0,Dimensity,16.0,65.0,6.0,1080.0,2448.0,165.0,256.0
Xiaomi,26999,84.0,Dimensity,6.0,120.0,6.0,1080.0,2400.0,120.0,128.0
Infinix,6999,78.25824800910125,Helio,2.0,46.329588014981276,6.0,720.0,1600.0,111.63829787234043,32.0
Apple,130990,75.0,Bionic,8.0,6.0,5.921406411582213,1060.9148936170213,2179.227963525836,111.63829787234043,128.0
Realme,12787,71.0,Tiger,4.0,18.0,6.0,1080.0,2408.0,90.0,128.0
Infinix,9999,72.0,Helio,4.0,18.0,6.0,720.0,1640.0,90.0,64.0
Vivo,54999,86.0,Dimensity,8.0,80.0,6.0,1080.0,2400.0,120.0,128.0
Vivo,15490,79.0,Helio,8.0,19.0,6.0,1080.0,2408.0,111.63829787234043,128.0
Tecno,25999,84.0,Helio,8.0,33.0,6.0,1080.0,2340.0,90.0,256.0
Samsung,9499,68.0,Helio,4.0,15.0,6.0,720.0,1600.0,111.63829787234043,128.0
Redmi,7999,70.0,Helio,4.0,46.329588014981276,6.0,720.0,1650.0,111.63829787234043,64.0
Asus,63990,86.0,Snapdragon,8.0,30.0,5.0,1080.0,2400.0,120.0,128.0
Sony,15990,73.0,Helio,4.0,46.329588014981276,6.0,720.0,1680.0,111.63829787234043,64.0
iQOO,34949,85.0,Snapdragon,12.0,66.0,6.0,1080.0,2400.0,120.0,256.0
Tecno,8799,72.0,Helio,4.0,33.0,6.0,1080.0,2460.0,111.63829787234043,64.0
Xiaomi,12390,74.0,Helio,4.0,18.0,6.0,1080.0,2400.0,90.0,64.0
Samsung,11499,73.0,Helio,4.0,46.329588014981276,6.0,720.0,1600.0,90.0,64.0
Xiaomi,199990,78.25824800910125,Snapdragon,12.0,40.0,7.0,2088.0,2250.0,111.63829787234043,512.0
OPPO,42990,86.0,Dimensity,16.0,120.0,6.0,1080.0,2412.0,120.0,256.0
Nubia,34999,82.0,Snapdragon,8.0,80.0,6.0,1080.0,2400.0,144.0,128.0
Samsung,11999,75.0,Exynos,4.0,15.0,6.0,2408.0,1080.0,111.63829787234043,128.0
Nokia,10499,70.0,Unisoc,4.0,10.0,6.0,720.0,1600.0,90.0,64.0
Infinix,8910,66.0,Tiger,4.0,18.0,6.0,1640.0,720.0,90.0,64.0
Vivo,24990,85.0,Snapdragon,8.0,80.0,6.0,1080.0,2400.0,120.0,128.0
OPPO,17999,84.0,Snapdragon,8.0,33.0,6.0,1080.0,2400.0,111.63829787234043,128.0
Xiaomi,22999,86.0,Snapdragon,8.0,33.0,6.0,1080.0,2400.0,90.0,128.0
Realme,6490,78.25824800910125,Unisoc,2.0,46.329588014981276,6.0,720.0,1600.0,111.63829787234043,32.0
Infinix,21990,85.0,Helio,8.0,45.0,6.0,1080.0,2400.0,120.0,128.0
Nokia,1762,78.25824800910125,No,128.0,46.329588014981276,1.0,120.0,160.0,111.63829787234043,48.0
Samsung,12364,76.0,Helio,4.0,15.0,6.0,1080.0,2400.0,90.0,64.0
Samsung,39990,86.0,Snapdragon,6.0,25.0,6.0,1440.0,3200.0,120.0,128.0
Xiaomi,11999,77.0,Snapdragon,6.0,46.329588014981276,6.0,1080.0,2246.0,111.63829787234043,64.0
Vivo,7499,78.25824800910125,Helio,1.0,46.329588014981276,4.0,480.0,854.0,111.63829787234043,16.0
Lyf,3990,60.0,Snapdragon,3.0,46.329588014981276,5.0,1080.0,1920.0,111.63829787234043,32.0
Motorola,10499,65.0,Tiger,2.0,10.0,6.0,720.0,1600.0,111.63829787234043,64.0
Tecno,6299,78.25824800910125,Helio,2.0,46.329588014981276,6.0,720.0,1600.0,111.63829787234043,32.0
Itel,5990,78.25824800910125,Unisoc,2.0,46.329588014981276,5.921406411582213,854.0,480.0,111.63829787234043,32.0
Vivo,113990,78.25824800910125,Snapdragon,12.0,80.0,8.0,1916.0,2160.0,120.0,256.0
Huawei,239999,81.0,Snapdragon,512.0,66.0,6.0,1212.0,2616.0,120.0,134.6359077231695
Samsung,21999,84.0,Dimensity,6.0,33.0,6.0,1080.0,2400.0,111.63829787234043,128.0
iQOO,15999,80.0,Snapdragon,6.0,44.0,6.0,1080.0,2400.0,120.0,128.0
Nokia,6899,78.25824800910125,Snapdragon,512.0,46.329588014981276,2.0,240.0,320.0,111.63829787234043,4.0
Sony,69990,86.0,Snapdragon,8.0,21.0,6.0,1080.0,2520.0,120.0,128.0
Vivo,12990,71.0,Helio,4.0,46.329588014981276,6.0,720.0,1544.0,111.63829787234043,128.0
Sony,92980,78.25824800910125,Snapdragon,12.0,30.0,6.0,1644.0,3840.0,120.0,512.0
Tecno,15999,74.0,Helio,8.0,45.0,6.0,720.0,1600.0,90.0,256.0
Huawei,23999,84.0,Sanpdragon,8.0,66.0,6.0,1080.0,2160.0,90.0,256.0
Vivo,12999,75.0,Snapdragon,4.0,18.0,6.0,1080.0,2408.0,90.0,128.0
Nubia,60990,86.0,Snapdragon,12.0,135.0,6.0,1080.0,2400.0,120.0,256.0
Motorola,8859,67.0,Helio,4.0,18.0,6.0,720.0,1600.0,90.0,64.0
iQOO,33749,84.0,Snapdragon,12.0,80.0,6.0,1080.0,2400.0,120.0,256.0
Samsung,15990,63.0,Octa,6.0,46.329588014981276,6.0,720.0,1600.0,111.63829787234043,64.0
POCO,24990,84.0,Dimensity,8.0,67.0,6.0,1080.0,2460.0,144.0,128.0
Realme,14999,76.0,Dimensity,4.0,33.0,6.0,1080.0,2400.0,90.0,128.0
Vivo,17990,76.0,Dimensity,6.0,80.0,6.0,1080.0,2388.0,120.0,128.0
Honor,24990,75.0,Dimensity,8.0,66.0,6.0,1080.0,2340.0,120.0,128.0
Xiaomi,11600,74.0,Helio,4.0,18.0,6.0,1080.0,2400.0,90.0,64.0
Realme,8299,62.0,Tiger,3.0,46.329588014981276,6.0,720.0,1600.0,111.63829787234043,32.0
Motorola,11999,78.0,Helio,6.0,20.0,6.0,1080.0,2400.0,111.63829787234043,128.0
Samsung,89999,88.0,Snapdragon,8.0,25.0,6.0,1080.0,2640.0,120.0,128.0
OnePlus,27999,77.0,Snapdragon,8.0,46.329588014981276,6.0,1080.0,2280.0,111.63829787234043,128.0
Google,15990,69.0,Snapdragon,4.0,46.329588014981276,5.921406411582213,1440.0,2880.0,111.63829787234043,128.0
Xiaomi,7289,60.0,Helio,2.0,10.0,6.0,720.0,1600.0,111.63829787234043,32.0
Honor,30990,86.0,Snapdragon,8.0,66.0,6.0,1080.0,2400.0,120.0,256.0
Realme,15499,77.0,Helio,6.0,33.0,6.0,1080.0,2412.0,120.0,128.0
Vivo,8499,66.0,Helio,3.0,46.329588014981276,6.0,720.0,1600.0,111.63829787234043,32.0
Samsung,14490,80.0,Helio,6.0,15.0,6.0,1080.0,2400.0,90.0,128.0
Samsung,15490,80.0,Dimensity,6.0,15.0,6.0,1080.0,2408.0,90.0,128.0
Realme,14990,78.0,Snapdragon,6.0,60.0,6.0,1080.0,2412.0,120.0,128.0
POCO,15999,75.0,Dimensity,4.0,18.0,6.0,1080.0,2400.0,90.0,64.0
Google,36000,82.0,Snapdragon,8.0,18.0,5.921406411582213,1080.0,2340.0,90.0,128.0
OnePlus,69999,78.25824800910125,Snapdragon,12.0,150.0,6.0,1440.0,3412.0,144.0,256.0
Xiaomi,26990,86.0,Dimensity,8.0,210.0,6.0,1080.0,2400.0,120.0,256.0
Samsung,10630,71.0,Exynos,4.0,15.0,6.0,1080.0,2400.0,111.63829787234043,64.0
Oppo,42990,85.0,Dimensity,8.0,80.0,6.0,1080.0,2412.0,120.0,256.0
Vivo,24990,77.0,Dimensity,8.0,46.329588014981276,6.0,1080.0,2400.0,90.0,128.0
iQOO,14489,77.0,Snapdragon,4.0,44.0,6.0,1080.0,2400.0,120.0,128.0
OPPO,16490,73.0,Snapdragon,6.0,33.0,6.0,720.0,1612.0,90.0,128.0
Realme,24494,82.0,Dimensity,8.0,60.0,6.0,1080.0,2400.0,90.0,256.0
Vivo,7999,61.0,Helio,2.0,46.329588014981276,6.0,720.0,1600.0,111.63829787234043,32.0
Motorola,23990,85.0,Snapdragon,6.0,33.0,6.0,1080.0,2460.0,144.0,128.0
Realme,49959,89.0,Snapdragon,8.0,65.0,6.0,1440.0,3216.0,120.0,128.0
Apple,129900,83.0,Bionic,6.0,46.329588014981276,6.0,1170.0,2532.0,120.0,256.0
Vivo,19990,80.0,Helio,8.0,33.0,6.0,1080.0,2400.0,111.63829787234043,128.0
